lat_cell,lon_cell,biome_name,n_recordings,n_biomes_in_cell
-4.7,-37.4,Tropical & Subtropical Dry Broadleaf Forests,14,1
-4.7,38.3,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.7,55.4,Tropical & Subtropical Moist Broadleaf Forests,28,1
-4.7,123.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.7,141.9,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.6,-79.2,Tropical & Subtropical Moist Broadleaf Forests,26,1
-4.6,-73.6,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.6,-56.4,Tropical & Subtropical Moist Broadleaf Forests,34,1
-4.6,-56.3,Tropical & Subtropical Moist Broadleaf Forests,7,1
-4.6,-37.8,Tropical & Subtropical Dry Broadleaf Forests,3,1
-4.6,39.4,Mangroves,1,1
-4.6,123.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.6,129.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.6,130.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.6,141.5,Tropical & Subtropical Moist Broadleaf Forests,38,1
-4.6,145.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.5,-79.9,Tropical & Subtropical Dry Broadleaf Forests,9,1
-4.5,-79.7,Tropical & Subtropical Moist Broadleaf Forests,19,1
-4.5,-79.5,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.5,-79.2,Tropical & Subtropical Moist Broadleaf Forests,171,1
-4.5,-79.1,Tropical & Subtropical Moist Broadleaf Forests,7,1
-4.5,-50.6,Tropical & Subtropical Moist Broadleaf Forests,5,1
-4.5,12.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",36,1
-4.5,16.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",44,1
-4.5,35.4,Flooded Grasslands & Savannas,23,1
-4.5,39.5,Mangroves,21,1
-4.5,122.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.5,123.1,Tropical & Subtropical Moist Broadleaf Forests,11,1
-4.5,136.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.5,139.3,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.5,142.4,Tropical & Subtropical Moist Broadleaf Forests,24,1
-4.5,154.2,Tropical & Subtropical Moist Broadleaf Forests,22,1
-4.4,-80.5,Tropical & Subtropical Moist Broadleaf Forests,25,1
-4.4,-80.4,Tropical & Subtropical Dry Broadleaf Forests,30,1
-4.4,-80.3,Tropical & Subtropical Dry Broadleaf Forests,32,1
-4.4,-80.1,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.4,-80.0,Tropical & Subtropical Moist Broadleaf Forests,107,1
-4.4,-79.9,Tropical & Subtropical Moist Broadleaf Forests,73,1
-4.4,-79.8,Tropical & Subtropical Moist Broadleaf Forests,48,1
-4.4,-79.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.4,-79.2,Tropical & Subtropical Moist Broadleaf Forests,25,1
-4.4,-79.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.4,-78.7,Tropical & Subtropical Moist Broadleaf Forests,35,1
-4.4,-73.3,Tropical & Subtropical Moist Broadleaf Forests,30,1
-4.4,-70.0,Tropical & Subtropical Moist Broadleaf Forests,9,1
-4.4,-57.7,Tropical & Subtropical Moist Broadleaf Forests,4,1
-4.4,-56.8,Tropical & Subtropical Moist Broadleaf Forests,51,1
-4.4,15.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",21,1
-4.4,37.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13,2
-4.4,38.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-4.4,39.5,Tropical & Subtropical Moist Broadleaf Forests,6,1
-4.4,55.6,Tropical & Subtropical Moist Broadleaf Forests,64,1
-4.4,55.7,Tropical & Subtropical Moist Broadleaf Forests,18,1
-4.4,55.8,Tropical & Subtropical Moist Broadleaf Forests,44,1
-4.4,103.3,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.3,-80.4,Tropical & Subtropical Moist Broadleaf Forests,49,1
-4.3,-80.3,Tropical & Subtropical Moist Broadleaf Forests,13,1
-4.3,-80.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.3,-79.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.3,-79.3,Tropical & Subtropical Moist Broadleaf Forests,58,1
-4.3,-78.7,Tropical & Subtropical Moist Broadleaf Forests,106,1
-4.3,-70.4,Tropical & Subtropical Moist Broadleaf Forests,16,1
-4.3,-70.3,Tropical & Subtropical Moist Broadleaf Forests,619,1
-4.3,-70.1,Tropical & Subtropical Moist Broadleaf Forests,5,1
-4.3,-70.0,Tropical & Subtropical Moist Broadleaf Forests,58,1
-4.3,-56.1,Tropical & Subtropical Moist Broadleaf Forests,4,1
-4.3,-51.0,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.3,-50.7,Tropical & Subtropical Moist Broadleaf Forests,23,1
-4.3,-50.1,Tropical & Subtropical Moist Broadleaf Forests,33,1
-4.3,-47.6,Tropical & Subtropical Moist Broadleaf Forests,58,1
-4.3,-39.0,Tropical & Subtropical Moist Broadleaf Forests,135,1
-4.3,-38.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.3,15.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5,1
-4.3,15.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23,1
-4.3,37.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",4,1
-4.3,39.4,Tropical & Subtropical Moist Broadleaf Forests,6,1
-4.3,39.5,Tropical & Subtropical Moist Broadleaf Forests,7,1
-4.3,55.6,Tropical & Subtropical Moist Broadleaf Forests,46,1
-4.3,55.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.3,138.6,Montane Grasslands & Shrublands,2,1
-4.3,152.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.2,-79.9,Tropical & Subtropical Moist Broadleaf Forests,4,1
-4.2,-79.2,Tropical & Subtropical Moist Broadleaf Forests,37,1
-4.2,-79.0,Tropical & Subtropical Moist Broadleaf Forests,53,1
-4.2,-73.2,Tropical & Subtropical Moist Broadleaf Forests,10,1
-4.2,-70.2,Tropical & Subtropical Moist Broadleaf Forests,8,1
-4.2,-70.1,Tropical & Subtropical Moist Broadleaf Forests,5,1
-4.2,-70.0,Tropical & Subtropical Moist Broadleaf Forests,16,1
-4.2,-69.9,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.2,-60.8,Tropical & Subtropical Moist Broadleaf Forests,12,1
-4.2,-50.6,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.2,-44.8,Tropical & Subtropical Dry Broadleaf Forests,1,1
-4.2,-41.8,Tropical & Subtropical Dry Broadleaf Forests,29,1
-4.2,-41.7,Tropical & Subtropical Dry Broadleaf Forests,1,1
-4.2,-40.9,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.2,15.3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-4.2,35.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-4.2,36.0,Flooded Grasslands & Savannas,24,1
-4.2,36.1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",8,1
-4.2,37.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18,1
-4.2,39.4,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.2,120.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.2,122.3,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.2,138.6,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.2,138.7,Tropical & Subtropical Moist Broadleaf Forests,61,1
-4.2,141.3,Tropical & Subtropical Moist Broadleaf Forests,22,1
-4.1,-80.5,Tropical & Subtropical Dry Broadleaf Forests,3,1
-4.1,-80.0,Tropical & Subtropical Moist Broadleaf Forests,10,1
-4.1,-79.9,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.1,-79.7,Tropical & Subtropical Moist Broadleaf Forests,6,1
-4.1,-79.4,Tropical & Subtropical Moist Broadleaf Forests,6,1
-4.1,-79.3,Tropical & Subtropical Moist Broadleaf Forests,24,1
-4.1,-79.2,Tropical & Subtropical Moist Broadleaf Forests,27,1
-4.1,-79.0,Tropical & Subtropical Moist Broadleaf Forests,42,1
-4.1,-78.9,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.1,-78.6,Tropical & Subtropical Moist Broadleaf Forests,13,1
-4.1,-70.1,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.1,-70.0,Tropical & Subtropical Moist Broadleaf Forests,16,1
-4.1,-60.7,Tropical & Subtropical Moist Broadleaf Forests,20,1
-4.1,-41.7,Tropical & Subtropical Dry Broadleaf Forests,78,1
-4.1,-41.5,Tropical & Subtropical Dry Broadleaf Forests,1,1
-4.1,-40.9,Tropical & Subtropical Moist Broadleaf Forests,6,1
-4.1,35.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",8,1
-4.1,36.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",97,1
-4.1,36.1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",4,1
-4.1,37.1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-4.1,37.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",43,1
-4.1,37.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",27,1
-4.1,119.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.1,133.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-4.1,138.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.1,139.0,Tropical & Subtropical Moist Broadleaf Forests,4,1
-4.1,141.2,Tropical & Subtropical Moist Broadleaf Forests,10,1
-4.0,-79.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,-79.5,Tropical & Subtropical Moist Broadleaf Forests,13,1
-4.0,-79.4,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,-79.3,Tropical & Subtropical Moist Broadleaf Forests,58,1
-4.0,-79.2,Tropical & Subtropical Moist Broadleaf Forests,37,1
-4.0,-78.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,-78.7,Tropical & Subtropical Moist Broadleaf Forests,20,1
-4.0,-78.6,Tropical & Subtropical Moist Broadleaf Forests,23,1
-4.0,-78.5,Tropical & Subtropical Moist Broadleaf Forests,5,1
-4.0,-73.5,Tropical & Subtropical Moist Broadleaf Forests,47,1
-4.0,-73.4,Tropical & Subtropical Moist Broadleaf Forests,3,1
-4.0,-70.1,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,-68.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,-51.3,Tropical & Subtropical Moist Broadleaf Forests,21,1
-4.0,-38.8,Tropical & Subtropical Dry Broadleaf Forests,1,1
-4.0,-38.7,Tropical & Subtropical Dry Broadleaf Forests,15,1
-4.0,29.6,Tropical & Subtropical Moist Broadleaf Forests,19,1
-4.0,35.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",15,1
-4.0,35.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11,1
-4.0,35.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7,1
-4.0,36.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-4.0,39.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,119.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-4.0,139.0,Tropical & Subtropical Moist Broadleaf Forests,4,1
-3.9,-80.3,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.9,-78.8,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.9,-78.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.9,-78.6,Tropical & Subtropical Moist Broadleaf Forests,24,1
-3.9,-74.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.9,-73.4,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.9,-70.5,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.9,-70.3,Tropical & Subtropical Moist Broadleaf Forests,20,1
-3.9,-60.4,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.9,-50.8,Tropical & Subtropical Moist Broadleaf Forests,40,1
-3.9,-50.7,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.9,-46.9,Tropical & Subtropical Moist Broadleaf Forests,93,1
-3.9,-41.0,Tropical & Subtropical Moist Broadleaf Forests,9,1
-3.9,-40.9,Tropical & Subtropical Moist Broadleaf Forests,6,2
-3.9,-38.5,Tropical & Subtropical Dry Broadleaf Forests,7,1
-3.9,-32.5,Tropical & Subtropical Moist Broadleaf Forests,24,1
-3.9,34.5,Flooded Grasslands & Savannas,1,1
-3.9,35.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6,1
-3.9,36.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18,1
-3.9,37.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",60,1
-3.9,39.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.9,39.8,Tropical & Subtropical Moist Broadleaf Forests,13,1
-3.8,-80.5,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.8,-80.4,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.8,-79.9,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.8,-79.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.8,-78.7,Tropical & Subtropical Moist Broadleaf Forests,16,1
-3.8,-78.6,Tropical & Subtropical Moist Broadleaf Forests,10,1
-3.8,-78.5,Tropical & Subtropical Moist Broadleaf Forests,5,1
-3.8,-73.3,Tropical & Subtropical Moist Broadleaf Forests,32,1
-3.8,-70.4,Tropical & Subtropical Moist Broadleaf Forests,26,1
-3.8,-70.3,Tropical & Subtropical Moist Broadleaf Forests,5,1
-3.8,-53.8,Tropical & Subtropical Moist Broadleaf Forests,5,1
-3.8,-48.3,Tropical & Subtropical Moist Broadleaf Forests,33,1
-3.8,-47.6,Tropical & Subtropical Moist Broadleaf Forests,11,1
-3.8,-46.8,Tropical & Subtropical Moist Broadleaf Forests,40,1
-3.8,-41.0,Tropical & Subtropical Moist Broadleaf Forests,4,1
-3.8,-38.7,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.8,-38.6,Tropical & Subtropical Dry Broadleaf Forests,1,1
-3.8,-38.5,Tropical & Subtropical Dry Broadleaf Forests,10,1
-3.8,35.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",44,1
-3.8,36.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",32,1
-3.8,39.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.8,102.3,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.8,128.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-80.5,Tropical & Subtropical Dry Broadleaf Forests,1,1
-3.7,-80.2,Tropical & Subtropical Dry Broadleaf Forests,1,1
-3.7,-79.8,Tropical & Subtropical Moist Broadleaf Forests,146,1
-3.7,-79.7,Tropical & Subtropical Moist Broadleaf Forests,18,1
-3.7,-79.4,Montane Grasslands & Shrublands,14,1
-3.7,-79.3,Tropical & Subtropical Moist Broadleaf Forests,38,1
-3.7,-79.0,Tropical & Subtropical Moist Broadleaf Forests,9,1
-3.7,-78.5,Tropical & Subtropical Moist Broadleaf Forests,28,1
-3.7,-73.3,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.7,-73.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-66.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-65.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-60.4,Tropical & Subtropical Moist Broadleaf Forests,38,1
-3.7,-58.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-48.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.7,-40.5,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.7,-40.4,Tropical & Subtropical Dry Broadleaf Forests,4,1
-3.7,36.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.7,37.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-3.7,38.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.7,38.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.7,121.0,Tropical & Subtropical Moist Broadleaf Forests,15,1
-3.7,121.1,Tropical & Subtropical Moist Broadleaf Forests,6,1
-3.7,121.2,Tropical & Subtropical Moist Broadleaf Forests,89,1
-3.7,128.3,Tropical & Subtropical Moist Broadleaf Forests,4,1
-3.6,-80.2,Tropical & Subtropical Dry Broadleaf Forests,10,1
-3.6,-79.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.6,-79.7,Montane Grasslands & Shrublands,10,2
-3.6,-79.6,Tropical & Subtropical Moist Broadleaf Forests,17,2
-3.6,-79.5,Montane Grasslands & Shrublands,41,1
-3.6,-79.4,Montane Grasslands & Shrublands,5,1
-3.6,-79.1,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.6,-78.5,Tropical & Subtropical Moist Broadleaf Forests,33,1
-3.6,-73.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.6,-73.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.6,-65.0,Tropical & Subtropical Moist Broadleaf Forests,20,1
-3.6,-60.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.6,-41.3,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.6,-38.9,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.6,29.4,Tropical & Subtropical Moist Broadleaf Forests,13,1
-3.6,36.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",34,1
-3.6,36.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",8,1
-3.6,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9,1
-3.6,37.3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7,1
-3.6,38.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.6,39.8,Tropical & Subtropical Moist Broadleaf Forests,19,1
-3.6,123.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.6,128.3,Tropical & Subtropical Moist Broadleaf Forests,18,1
-3.6,143.6,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-80.1,Tropical & Subtropical Dry Broadleaf Forests,10,1
-3.5,-79.7,Montane Grasslands & Shrublands,12,1
-3.5,-79.6,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-79.4,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-73.1,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-72.9,Tropical & Subtropical Moist Broadleaf Forests,16,1
-3.5,-72.6,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-65.0,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.5,-64.7,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.5,-60.8,Tropical & Subtropical Moist Broadleaf Forests,4,1
-3.5,-60.0,Tropical & Subtropical Moist Broadleaf Forests,6,1
-3.5,-55.0,Tropical & Subtropical Moist Broadleaf Forests,7,1
-3.5,-52.0,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.5,-51.9,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.5,-51.7,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.5,-44.9,Tropical & Subtropical Dry Broadleaf Forests,2,1
-3.5,-41.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.5,35.7,Flooded Grasslands & Savannas,3,1
-3.5,35.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",120,2
-3.5,36.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.5,36.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.5,36.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-3.5,36.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",102,1
-3.5,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",25,1
-3.5,37.3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.5,37.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.5,38.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7,1
-3.5,38.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",25,1
-3.5,39.8,Tropical & Subtropical Moist Broadleaf Forests,144,1
-3.5,116.0,Mangroves,2,1
-3.5,142.0,Tropical & Subtropical Moist Broadleaf Forests,80,1
-3.5,142.5,Tropical & Subtropical Moist Broadleaf Forests,14,1
-3.4,-80.2,Mangroves,14,1
-3.4,-79.1,Tropical & Subtropical Moist Broadleaf Forests,12,1
-3.4,-64.8,Tropical & Subtropical Moist Broadleaf Forests,9,1
-3.4,-64.7,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.4,-60.7,Tropical & Subtropical Moist Broadleaf Forests,12,1
-3.4,-60.0,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.4,-58.8,Tropical & Subtropical Moist Broadleaf Forests,19,1
-3.4,-52.3,Tropical & Subtropical Moist Broadleaf Forests,6,1
-3.4,-52.2,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.4,-52.1,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.4,-51.9,Tropical & Subtropical Moist Broadleaf Forests,7,1
-3.4,-43.0,Tropical & Subtropical Dry Broadleaf Forests,1,1
-3.4,-40.6,Tropical & Subtropical Dry Broadleaf Forests,1,1
-3.4,15.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",4,1
-3.4,29.2,Tropical & Subtropical Moist Broadleaf Forests,26,1
-3.4,29.3,Tropical & Subtropical Moist Broadleaf Forests,47,1
-3.4,35.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",14,1
-3.4,35.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",46,1
-3.4,35.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",16,1
-3.4,35.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",19,2
-3.4,35.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.4,36.2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",52,1
-3.4,36.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.4,36.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",94,1
-3.4,36.6,Tropical & Subtropical Moist Broadleaf Forests,54,2
-3.4,36.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",52,2
-3.4,36.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",49,2
-3.4,36.9,"Tropical & Subtropical Grasslands, Savannas & Shrublands",15,2
-3.4,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-3.4,37.3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6,1
-3.4,37.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6,1
-3.4,37.7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5,1
-3.4,38.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.4,38.1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1,1
-3.4,38.3,Tropical & Subtropical Moist Broadleaf Forests,132,2
-3.4,38.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6,1
-3.4,38.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-3.4,38.8,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7,1
-3.4,39.8,Tropical & Subtropical Moist Broadleaf Forests,365,1
-3.4,39.9,Tropical & Subtropical Moist Broadleaf Forests,312,1
-3.4,40.0,Tropical & Subtropical Moist Broadleaf Forests,10,1
-3.4,126.5,Tropical & Subtropical Moist Broadleaf Forests,18,1
-3.4,126.6,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.3,-79.4,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,-79.3,Tropical & Subtropical Moist Broadleaf Forests,25,1
-3.3,-78.8,Tropical & Subtropical Moist Broadleaf Forests,7,1
-3.3,-78.7,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.3,-78.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,-73.0,Tropical & Subtropical Moist Broadleaf Forests,20,1
-3.3,-60.9,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.3,-60.8,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.3,-60.7,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.3,-60.6,Tropical & Subtropical Moist Broadleaf Forests,5,1
-3.3,-60.5,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.3,-60.3,Tropical & Subtropical Moist Broadleaf Forests,22,1
-3.3,-60.2,Tropical & Subtropical Moist Broadleaf Forests,67,1
-3.3,-60.1,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.3,-60.0,Tropical & Subtropical Moist Broadleaf Forests,40,1
-3.3,-59.9,Tropical & Subtropical Moist Broadleaf Forests,6,1
-3.3,-59.0,Tropical & Subtropical Moist Broadleaf Forests,36,1
-3.3,-58.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,-58.6,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,-51.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,-50.4,Tropical & Subtropical Moist Broadleaf Forests,49,1
-3.3,-47.8,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.3,-47.7,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,15.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6,1
-3.3,29.3,Tropical & Subtropical Moist Broadleaf Forests,4,1
-3.3,29.5,Tropical & Subtropical Moist Broadleaf Forests,14,1
-3.3,35.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",39,1
-3.3,35.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3,1
-3.3,35.6,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20,1
-3.3,36.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2,1
-3.3,36.7,Montane Grasslands & Shrublands,30,1
-3.3,36.8,Tropical & Subtropical Moist Broadleaf Forests,116,2
-3.3,36.9,Tropical & Subtropical Moist Broadleaf Forests,7,1
-3.3,37.3,Tropical & Subtropical Moist Broadleaf Forests,2,1
-3.3,37.4,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,37.5,Tropical & Subtropical Moist Broadleaf Forests,8,1
-3.3,38.4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",70,1
-3.3,39.8,Tropical & Subtropical Moist Broadleaf Forests,45,1
-3.3,39.9,Tropical & Subtropical Moist Broadleaf Forests,791,1
-3.3,130.4,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.3,151.9,Tropical & Subtropical Moist Broadleaf Forests,6,1
-3.2,-79.0,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.2,-78.6,Tropical & Subtropical Moist Broadleaf Forests,15,1
-3.2,-77.5,Tropical & Subtropical Moist Broadleaf Forests,5,1
-3.2,-70.2,Tropical & Subtropical Moist Broadleaf Forests,3,1
-3.2,-64.8,Tropical & Subtropical Moist Broadleaf Forests,1,1
-3.2,-60.7,Tropical & Subtropical Moist Broadleaf Forests,42,1
-3.2,-60.5,Tropical & Subtropical Moist Broadleaf Forests,10,1
-3.2,-60.4,Tropical & Subtropical Moist Broadleaf Forests,27,1
-3.2,-60.2,Tropical & Subtropical Moist Broadleaf Forests,7,1
