lat_cell,lon_cell,biome_name,n_recordings,n_biomes_in_cell
42.3,-84.3,Temperate Broadleaf & Mixed Forests,12,1
42.3,-84.2,Temperate Broadleaf & Mixed Forests,3,1
42.3,-84.1,Temperate Broadleaf & Mixed Forests,6,1
42.3,-84.0,Temperate Broadleaf & Mixed Forests,1,1
42.3,-83.9,Temperate Broadleaf & Mixed Forests,1,1
42.3,-83.8,Temperate Broadleaf & Mixed Forests,3,1
42.3,-83.7,Temperate Broadleaf & Mixed Forests,1,1
42.3,-83.1,Temperate Broadleaf & Mixed Forests,32,1
42.3,-83.0,Temperate Broadleaf & Mixed Forests,2,1
42.3,-82.5,Temperate Broadleaf & Mixed Forests,5,1
42.3,-82.1,Temperate Broadleaf & Mixed Forests,1,1
42.3,-81.9,Temperate Broadleaf & Mixed Forests,1,1
42.3,-79.0,Temperate Broadleaf & Mixed Forests,4,1
42.3,-76.7,Temperate Broadleaf & Mixed Forests,14,1
42.3,-76.6,Temperate Broadleaf & Mixed Forests,24,1
42.3,-76.5,Temperate Broadleaf & Mixed Forests,15,1
42.3,-76.4,Temperate Broadleaf & Mixed Forests,127,1
42.3,-76.3,Temperate Broadleaf & Mixed Forests,9,1
42.3,-73.4,Temperate Broadleaf & Mixed Forests,3,1
42.3,-73.3,Temperate Broadleaf & Mixed Forests,1,1
42.3,-73.2,Temperate Broadleaf & Mixed Forests,8,1
42.3,-72.9,Temperate Broadleaf & Mixed Forests,1,1
42.3,-72.7,Temperate Broadleaf & Mixed Forests,2,1
42.3,-72.6,Temperate Broadleaf & Mixed Forests,32,1
42.3,-72.4,Temperate Broadleaf & Mixed Forests,1,1
42.3,-71.9,Temperate Broadleaf & Mixed Forests,1,1
42.3,-71.7,Temperate Broadleaf & Mixed Forests,8,1
42.3,-71.6,Temperate Broadleaf & Mixed Forests,6,1
42.3,-71.5,Temperate Broadleaf & Mixed Forests,12,1
42.3,-71.4,Temperate Broadleaf & Mixed Forests,3,1
42.3,-71.3,Temperate Broadleaf & Mixed Forests,4,1
42.3,-71.2,Temperate Broadleaf & Mixed Forests,17,1
42.3,-71.1,Temperate Broadleaf & Mixed Forests,3,1
42.3,-71.0,Temperate Broadleaf & Mixed Forests,1,1
42.3,-9.0,Temperate Broadleaf & Mixed Forests,8,1
42.3,-8.9,Temperate Broadleaf & Mixed Forests,8,1
42.3,-8.8,Temperate Broadleaf & Mixed Forests,157,1
42.3,-8.7,Temperate Broadleaf & Mixed Forests,10,1
42.3,-8.6,Temperate Broadleaf & Mixed Forests,1,1
42.3,-8.5,Temperate Broadleaf & Mixed Forests,1,1
42.3,-8.4,Temperate Broadleaf & Mixed Forests,1,1
42.3,-7.9,Temperate Broadleaf & Mixed Forests,1,1
42.3,-7.6,Temperate Broadleaf & Mixed Forests,2,1
42.3,-7.3,"Mediterranean Forests, Woodlands & Scrub",2,1
42.3,-7.2,"Mediterranean Forests, Woodlands & Scrub",14,1
42.3,-6.0,"Mediterranean Forests, Woodlands & Scrub",4,1
42.3,-5.9,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,-5.8,"Mediterranean Forests, Woodlands & Scrub",10,1
42.3,-5.7,"Mediterranean Forests, Woodlands & Scrub",13,1
42.3,-5.5,"Mediterranean Forests, Woodlands & Scrub",13,1
42.3,-5.4,"Mediterranean Forests, Woodlands & Scrub",29,1
42.3,-5.3,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,-5.2,"Mediterranean Forests, Woodlands & Scrub",3,1
42.3,-3.8,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,-2.9,"Mediterranean Forests, Woodlands & Scrub",11,1
42.3,-2.6,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,-1.4,"Mediterranean Forests, Woodlands & Scrub",2,1
42.3,-0.9,"Mediterranean Forests, Woodlands & Scrub",4,1
42.3,-0.8,"Mediterranean Forests, Woodlands & Scrub",121,1
42.3,-0.7,"Mediterranean Forests, Woodlands & Scrub",9,1
42.3,-0.3,Temperate Broadleaf & Mixed Forests,4,1
42.3,0.0,"Mediterranean Forests, Woodlands & Scrub",15,1
42.3,0.1,"Mediterranean Forests, Woodlands & Scrub",13,1
42.3,0.3,"Mediterranean Forests, Woodlands & Scrub",10,1
42.3,0.5,Temperate Broadleaf & Mixed Forests,5,1
42.3,0.7,"Mediterranean Forests, Woodlands & Scrub",7,2
42.3,0.8,Temperate Broadleaf & Mixed Forests,39,1
42.3,0.9,Temperate Broadleaf & Mixed Forests,27,1
42.3,1.0,Temperate Broadleaf & Mixed Forests,37,1
42.3,1.1,Temperate Broadleaf & Mixed Forests,9,1
42.3,1.2,Temperate Broadleaf & Mixed Forests,84,1
42.3,1.6,Temperate Broadleaf & Mixed Forests,9,1
42.3,1.7,Temperate Broadleaf & Mixed Forests,39,1
42.3,1.8,Temperate Broadleaf & Mixed Forests,24,1
42.3,1.9,Temperate Broadleaf & Mixed Forests,79,1
42.3,2.0,Temperate Broadleaf & Mixed Forests,32,1
42.3,2.1,Temperate Broadleaf & Mixed Forests,55,1
42.3,2.2,Temperate Broadleaf & Mixed Forests,34,1
42.3,2.4,Temperate Broadleaf & Mixed Forests,50,1
42.3,2.5,"Mediterranean Forests, Woodlands & Scrub",48,1
42.3,2.9,"Mediterranean Forests, Woodlands & Scrub",2,1
42.3,3.0,"Mediterranean Forests, Woodlands & Scrub",10,1
42.3,3.1,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,3.2,"Mediterranean Forests, Woodlands & Scrub",5,1
42.3,8.7,"Mediterranean Forests, Woodlands & Scrub",14,1
42.3,8.8,"Mediterranean Forests, Woodlands & Scrub",5,1
42.3,8.9,"Mediterranean Forests, Woodlands & Scrub",3,1
42.3,9.1,"Mediterranean Forests, Woodlands & Scrub",25,1
42.3,9.2,"Mediterranean Forests, Woodlands & Scrub",5,1
42.3,9.4,"Mediterranean Forests, Woodlands & Scrub",7,1
42.3,9.5,"Mediterranean Forests, Woodlands & Scrub",14,1
42.3,10.8,"Mediterranean Forests, Woodlands & Scrub",8,1
42.3,10.9,"Mediterranean Forests, Woodlands & Scrub",4,1
42.3,12.1,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,12.4,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,13.3,Temperate Broadleaf & Mixed Forests,1,1
42.3,13.5,Temperate Broadleaf & Mixed Forests,6,1
42.3,13.6,Temperate Broadleaf & Mixed Forests,2,1
42.3,14.1,"Mediterranean Forests, Woodlands & Scrub",8,1
42.3,18.6,"Mediterranean Forests, Woodlands & Scrub",3,1
42.3,18.7,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,18.9,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,19.0,"Mediterranean Forests, Woodlands & Scrub",1,1
42.3,19.1,"Mediterranean Forests, Woodlands & Scrub",2,1
42.3,19.2,"Mediterranean Forests, Woodlands & Scrub",5,1
42.3,19.3,"Mediterranean Forests, Woodlands & Scrub",4,1
42.3,19.5,Temperate Broadleaf & Mixed Forests,24,1
42.3,21.8,Temperate Broadleaf & Mixed Forests,2,1
42.3,22.0,Temperate Broadleaf & Mixed Forests,7,1
42.3,23.5,Temperate Broadleaf & Mixed Forests,1,1
42.3,24.1,Temperate Broadleaf & Mixed Forests,1,1
42.3,24.7,Temperate Broadleaf & Mixed Forests,1,1
42.3,25.0,Temperate Broadleaf & Mixed Forests,1,1
42.3,26.2,Temperate Broadleaf & Mixed Forests,1,1
42.3,27.1,Temperate Broadleaf & Mixed Forests,2,1
42.3,27.7,Temperate Broadleaf & Mixed Forests,9,1
42.3,44.6,Temperate Broadleaf & Mixed Forests,1,1
42.3,46.9,"Temperate Grasslands, Savannas & Shrublands",1,1
42.3,48.0,"Temperate Grasslands, Savannas & Shrublands",4,1
42.3,78.2,Montane Grasslands & Shrublands,19,1
42.3,78.4,Montane Grasslands & Shrublands,2,1
42.4,-122.9,Temperate Conifer Forests,6,1
42.4,-122.1,Temperate Conifer Forests,1,1
42.4,-119.9,Deserts & Xeric Shrublands,5,1
42.4,-119.8,Deserts & Xeric Shrublands,3,1
42.4,-116.9,Deserts & Xeric Shrublands,2,1
42.4,-116.2,Deserts & Xeric Shrublands,2,1
42.4,-116.0,Deserts & Xeric Shrublands,2,1
42.4,-109.7,Deserts & Xeric Shrublands,4,1
42.4,-91.9,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,-89.3,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,-88.4,"Temperate Grasslands, Savannas & Shrublands",5,1
42.4,-88.2,"Temperate Grasslands, Savannas & Shrublands",4,1
42.4,-88.1,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,-88.0,"Temperate Grasslands, Savannas & Shrublands",5,1
42.4,-87.9,"Temperate Grasslands, Savannas & Shrublands",27,1
42.4,-87.8,"Temperate Grasslands, Savannas & Shrublands",2,1
42.4,-83.6,Temperate Broadleaf & Mixed Forests,2,1
42.4,-82.2,Temperate Broadleaf & Mixed Forests,1,1
42.4,-78.6,Temperate Broadleaf & Mixed Forests,1,1
42.4,-76.9,Temperate Broadleaf & Mixed Forests,15,1
42.4,-76.8,Temperate Broadleaf & Mixed Forests,11,1
42.4,-76.6,Temperate Broadleaf & Mixed Forests,2,1
42.4,-76.5,Temperate Broadleaf & Mixed Forests,69,1
42.4,-76.4,Temperate Broadleaf & Mixed Forests,10,1
42.4,-76.3,Temperate Broadleaf & Mixed Forests,11,1
42.4,-76.2,Temperate Broadleaf & Mixed Forests,1,1
42.4,-75.1,Temperate Broadleaf & Mixed Forests,1,1
42.4,-73.3,Temperate Broadleaf & Mixed Forests,1,1
42.4,-72.8,Temperate Broadleaf & Mixed Forests,33,1
42.4,-72.3,Temperate Broadleaf & Mixed Forests,2,1
42.4,-72.1,Temperate Broadleaf & Mixed Forests,2,1
42.4,-72.0,Temperate Broadleaf & Mixed Forests,2,1
42.4,-71.9,Temperate Broadleaf & Mixed Forests,1,1
42.4,-71.8,Temperate Broadleaf & Mixed Forests,2,1
42.4,-71.7,Temperate Broadleaf & Mixed Forests,2,1
42.4,-71.5,Temperate Broadleaf & Mixed Forests,25,1
42.4,-71.4,Temperate Broadleaf & Mixed Forests,12,1
42.4,-71.3,Temperate Broadleaf & Mixed Forests,8,1
42.4,-71.2,Temperate Broadleaf & Mixed Forests,10,1
42.4,-71.1,Temperate Broadleaf & Mixed Forests,14,1
42.4,-9.0,Temperate Broadleaf & Mixed Forests,12,1
42.4,-8.9,Temperate Broadleaf & Mixed Forests,32,1
42.4,-8.8,Temperate Broadleaf & Mixed Forests,1,1
42.4,-8.7,Temperate Broadleaf & Mixed Forests,13,1
42.4,-8.5,Temperate Broadleaf & Mixed Forests,11,1
42.4,-7.7,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,-6.9,"Mediterranean Forests, Woodlands & Scrub",27,1
42.4,-6.8,"Mediterranean Forests, Woodlands & Scrub",6,1
42.4,-6.1,"Mediterranean Forests, Woodlands & Scrub",4,1
42.4,-5.7,"Mediterranean Forests, Woodlands & Scrub",41,1
42.4,-5.6,"Mediterranean Forests, Woodlands & Scrub",43,1
42.4,-5.5,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,-5.4,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,-3.0,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,-2.9,"Mediterranean Forests, Woodlands & Scrub",3,1
42.4,-2.8,"Mediterranean Forests, Woodlands & Scrub",3,1
42.4,-2.5,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,-2.4,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,-1.9,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,-1.7,"Mediterranean Forests, Woodlands & Scrub",6,1
42.4,-1.6,"Mediterranean Forests, Woodlands & Scrub",8,1
42.4,-0.5,"Mediterranean Forests, Woodlands & Scrub",3,1
42.4,-0.2,Temperate Broadleaf & Mixed Forests,1,1
42.4,0.1,"Mediterranean Forests, Woodlands & Scrub",15,2
42.4,0.4,Temperate Broadleaf & Mixed Forests,4,1
42.4,0.5,Temperate Broadleaf & Mixed Forests,133,1
42.4,0.6,Temperate Broadleaf & Mixed Forests,52,1
42.4,0.7,Temperate Broadleaf & Mixed Forests,1,1
42.4,0.9,Temperate Broadleaf & Mixed Forests,47,1
42.4,1.2,Temperate Broadleaf & Mixed Forests,10,1
42.4,1.4,Temperate Broadleaf & Mixed Forests,8,1
42.4,1.5,Temperate Broadleaf & Mixed Forests,1,1
42.4,1.6,Temperate Broadleaf & Mixed Forests,5,1
42.4,1.7,Temperate Broadleaf & Mixed Forests,2,1
42.4,1.8,Temperate Broadleaf & Mixed Forests,76,1
42.4,1.9,Temperate Broadleaf & Mixed Forests,120,1
42.4,2.0,Temperate Broadleaf & Mixed Forests,42,1
42.4,2.1,Temperate Broadleaf & Mixed Forests,26,1
42.4,2.2,Temperate Broadleaf & Mixed Forests,5,1
42.4,2.8,"Mediterranean Forests, Woodlands & Scrub",78,1
42.4,2.9,"Mediterranean Forests, Woodlands & Scrub",53,1
42.4,3.0,"Mediterranean Forests, Woodlands & Scrub",19,1
42.4,3.1,"Mediterranean Forests, Woodlands & Scrub",13,1
42.4,8.6,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,8.8,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,8.9,"Mediterranean Forests, Woodlands & Scrub",36,1
42.4,9.0,"Mediterranean Forests, Woodlands & Scrub",18,1
42.4,9.1,"Mediterranean Forests, Woodlands & Scrub",5,1
42.4,9.2,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,9.4,"Mediterranean Forests, Woodlands & Scrub",4,1
42.4,11.0,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,11.1,"Mediterranean Forests, Woodlands & Scrub",10,1
42.4,11.2,"Mediterranean Forests, Woodlands & Scrub",21,1
42.4,11.3,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,11.8,"Mediterranean Forests, Woodlands & Scrub",4,1
42.4,11.9,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,12.4,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,12.7,"Mediterranean Forests, Woodlands & Scrub",3,1
42.4,12.8,"Mediterranean Forests, Woodlands & Scrub",22,1
42.4,13.0,"Mediterranean Forests, Woodlands & Scrub",22,1
42.4,13.4,Temperate Broadleaf & Mixed Forests,16,1
42.4,13.5,Temperate Broadleaf & Mixed Forests,23,1
42.4,13.6,Temperate Broadleaf & Mixed Forests,1,1
42.4,14.1,"Mediterranean Forests, Woodlands & Scrub",2,1
42.4,18.7,"Mediterranean Forests, Woodlands & Scrub",21,1
42.4,19.1,"Mediterranean Forests, Woodlands & Scrub",1,1
42.4,19.2,"Mediterranean Forests, Woodlands & Scrub",21,1
42.4,19.3,"Mediterranean Forests, Woodlands & Scrub",191,1
42.4,19.5,Temperate Broadleaf & Mixed Forests,27,1
42.4,19.8,Temperate Broadleaf & Mixed Forests,1,1
42.4,24.2,Temperate Broadleaf & Mixed Forests,34,1
42.4,24.3,Temperate Broadleaf & Mixed Forests,237,1
42.4,24.5,Temperate Broadleaf & Mixed Forests,2,1
42.4,27.4,Temperate Broadleaf & Mixed Forests,2,1
42.4,42.3,Temperate Broadleaf & Mixed Forests,1,1
42.4,70.5,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,76.2,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,78.0,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,78.9,Montane Grasslands & Shrublands,1,1
42.4,117.2,"Temperate Grasslands, Savannas & Shrublands",1,1
42.4,128.0,Temperate Broadleaf & Mixed Forests,1,1
42.4,128.1,Temperate Broadleaf & Mixed Forests,16,1
42.4,130.6,Temperate Broadleaf & Mixed Forests,59,1
42.4,130.7,Temperate Broadleaf & Mixed Forests,26,1
42.4,130.9,Temperate Broadleaf & Mixed Forests,10,1
42.5,-122.0,Temperate Conifer Forests,3,1
42.5,-120.3,Deserts & Xeric Shrublands,1,1
42.5,-119.9,Deserts & Xeric Shrublands,2,1
42.5,-119.6,Deserts & Xeric Shrublands,4,1
42.5,-116.7,Deserts & Xeric Shrublands,2,1
42.5,-100.6,"Temperate Grasslands, Savannas & Shrublands",2,1
42.5,-89.3,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,-89.2,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,-89.1,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,-87.9,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,-86.3,Temperate Broadleaf & Mixed Forests,4,1
42.5,-83.8,Temperate Broadleaf & Mixed Forests,2,1
42.5,-83.7,Temperate Broadleaf & Mixed Forests,4,1
42.5,-83.6,Temperate Broadleaf & Mixed Forests,2,1
42.5,-83.5,Temperate Broadleaf & Mixed Forests,4,1
42.5,-83.0,Temperate Broadleaf & Mixed Forests,1,1
42.5,-82.9,Temperate Broadleaf & Mixed Forests,4,1
42.5,-80.5,Temperate Broadleaf & Mixed Forests,4,1
42.5,-80.4,Temperate Broadleaf & Mixed Forests,4,1
42.5,-76.9,Temperate Broadleaf & Mixed Forests,5,1
42.5,-76.8,Temperate Broadleaf & Mixed Forests,18,1
42.5,-76.7,Temperate Broadleaf & Mixed Forests,1,1
42.5,-76.6,Temperate Broadleaf & Mixed Forests,12,1
42.5,-76.5,Temperate Broadleaf & Mixed Forests,5,1
42.5,-75.9,Temperate Broadleaf & Mixed Forests,11,1
42.5,-74.4,Temperate Broadleaf & Mixed Forests,1,1
42.5,-74.3,Temperate Broadleaf & Mixed Forests,4,1
42.5,-72.6,Temperate Broadleaf & Mixed Forests,1,1
42.5,-71.8,Temperate Broadleaf & Mixed Forests,3,1
42.5,-71.5,Temperate Broadleaf & Mixed Forests,1,1
42.5,-71.4,Temperate Broadleaf & Mixed Forests,5,1
42.5,-71.1,Temperate Broadleaf & Mixed Forests,7,1
42.5,-70.9,Temperate Broadleaf & Mixed Forests,1,1
42.5,-70.7,Temperate Broadleaf & Mixed Forests,1,1
42.5,-9.1,Temperate Broadleaf & Mixed Forests,57,1
42.5,-8.9,Temperate Broadleaf & Mixed Forests,330,1
42.5,-8.8,Temperate Broadleaf & Mixed Forests,31,1
42.5,-7.5,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,-7.3,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,-7.1,Temperate Broadleaf & Mixed Forests,2,1
42.5,-6.3,"Mediterranean Forests, Woodlands & Scrub",2,1
42.5,-5.8,"Mediterranean Forests, Woodlands & Scrub",49,1
42.5,-5.7,"Mediterranean Forests, Woodlands & Scrub",7,1
42.5,-5.5,"Mediterranean Forests, Woodlands & Scrub",2,1
42.5,-5.3,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,-3.1,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,-2.6,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,-2.5,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,-1.9,"Mediterranean Forests, Woodlands & Scrub",2,1
42.5,-1.6,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,-1.5,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,-0.9,Temperate Broadleaf & Mixed Forests,2,1
42.5,-0.7,Temperate Broadleaf & Mixed Forests,14,1
42.5,-0.6,Temperate Broadleaf & Mixed Forests,1,1
42.5,0.1,Temperate Broadleaf & Mixed Forests,4,1
42.5,0.3,Temperate Broadleaf & Mixed Forests,2,1
42.5,0.4,Temperate Broadleaf & Mixed Forests,10,1
42.5,0.5,Temperate Broadleaf & Mixed Forests,8,1
42.5,0.7,Temperate Broadleaf & Mixed Forests,2,1
42.5,0.8,Temperate Broadleaf & Mixed Forests,2,1
42.5,0.9,Temperate Broadleaf & Mixed Forests,6,1
42.5,1.0,Temperate Broadleaf & Mixed Forests,1,1
42.5,1.1,Temperate Broadleaf & Mixed Forests,2,1
42.5,1.2,Temperate Broadleaf & Mixed Forests,30,1
42.5,1.3,Temperate Broadleaf & Mixed Forests,8,1
42.5,1.4,Temperate Broadleaf & Mixed Forests,20,1
42.5,1.5,Temperate Broadleaf & Mixed Forests,15,1
42.5,1.6,Temperate Broadleaf & Mixed Forests,69,1
42.5,1.7,Temperate Broadleaf & Mixed Forests,146,1
42.5,1.8,Temperate Broadleaf & Mixed Forests,53,1
42.5,1.9,Temperate Broadleaf & Mixed Forests,89,1
42.5,2.0,Temperate Broadleaf & Mixed Forests,22,1
42.5,2.1,Temperate Broadleaf & Mixed Forests,33,1
42.5,2.2,"Mediterranean Forests, Woodlands & Scrub",3,1
42.5,2.3,"Mediterranean Forests, Woodlands & Scrub",5,2
42.5,2.4,"Mediterranean Forests, Woodlands & Scrub",14,2
42.5,2.5,Temperate Broadleaf & Mixed Forests,3,1
42.5,2.7,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,2.8,"Mediterranean Forests, Woodlands & Scrub",45,1
42.5,3.0,"Mediterranean Forests, Woodlands & Scrub",6,1
42.5,3.1,"Mediterranean Forests, Woodlands & Scrub",55,1
42.5,8.7,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,8.8,"Mediterranean Forests, Woodlands & Scrub",56,1
42.5,8.9,"Mediterranean Forests, Woodlands & Scrub",8,1
42.5,9.0,"Mediterranean Forests, Woodlands & Scrub",13,1
42.5,9.1,"Mediterranean Forests, Woodlands & Scrub",9,1
42.5,9.2,"Mediterranean Forests, Woodlands & Scrub",36,1
42.5,9.3,"Mediterranean Forests, Woodlands & Scrub",3,1
42.5,9.4,"Mediterranean Forests, Woodlands & Scrub",72,1
42.5,9.5,"Mediterranean Forests, Woodlands & Scrub",28,1
42.5,10.0,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,10.1,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,11.1,"Mediterranean Forests, Woodlands & Scrub",9,1
42.5,11.2,"Mediterranean Forests, Woodlands & Scrub",4,1
42.5,11.9,"Mediterranean Forests, Woodlands & Scrub",34,1
42.5,12.2,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,13.3,Temperate Broadleaf & Mixed Forests,1,1
42.5,18.4,"Mediterranean Forests, Woodlands & Scrub",6,1
42.5,18.9,"Mediterranean Forests, Woodlands & Scrub",3,1
42.5,19.0,"Mediterranean Forests, Woodlands & Scrub",1,1
42.5,19.2,"Mediterranean Forests, Woodlands & Scrub",2,1
42.5,19.8,Temperate Broadleaf & Mixed Forests,1,1
42.5,19.9,Temperate Broadleaf & Mixed Forests,8,1
42.5,23.2,Temperate Broadleaf & Mixed Forests,1,1
42.5,23.4,Temperate Broadleaf & Mixed Forests,19,1
42.5,24.2,Temperate Broadleaf & Mixed Forests,56,1
42.5,24.3,Temperate Broadleaf & Mixed Forests,241,1
42.5,24.4,Temperate Broadleaf & Mixed Forests,2,1
42.5,27.4,Temperate Broadleaf & Mixed Forests,1,1
42.5,27.5,Temperate Broadleaf & Mixed Forests,1,1
42.5,27.6,Temperate Broadleaf & Mixed Forests,8,1
42.5,44.4,Temperate Broadleaf & Mixed Forests,2,1
42.5,44.7,Temperate Broadleaf & Mixed Forests,11,1
42.5,52.7,Deserts & Xeric Shrublands,6,1
42.5,68.0,Deserts & Xeric Shrublands,3,1
42.5,74.4,Temperate Conifer Forests,14,1
42.5,75.8,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,78.3,"Temperate Grasslands, Savannas & Shrublands",1,1
42.5,78.8,Montane Grasslands & Shrublands,44,1
42.5,78.9,Montane Grasslands & Shrublands,1,1
42.5,79.0,Montane Grasslands & Shrublands,1,1
42.5,117.2,"Temperate Grasslands, Savannas & Shrublands",7,1
42.5,130.4,Temperate Broadleaf & Mixed Forests,7,1
42.5,130.6,Temperate Broadleaf & Mixed Forests,242,1
42.5,130.8,Temperate Broadleaf & Mixed Forests,1,1
42.6,-122.1,Temperate Conifer Forests,1,1
42.6,-119.0,Deserts & Xeric Shrublands,1,1
42.6,-118.6,Temperate Conifer Forests,4,1
42.6,-88.9,"Temperate Grasslands, Savannas & Shrublands",1,1
42.6,-83.4,Temperate Broadleaf & Mixed Forests,10,1
42.6,-83.2,Temperate Broadleaf & Mixed Forests,1,1
42.6,-83.1,Temperate Broadleaf & Mixed Forests,3,1
42.6,-81.2,Temperate Broadleaf & Mixed Forests,2,1
42.6,-80.5,Temperate Broadleaf & Mixed Forests,10,1
42.6,-79.1,Temperate Broadleaf & Mixed Forests,1,1
42.6,-76.9,Temperate Broadleaf & Mixed Forests,3,1
42.6,-76.6,Temperate Broadleaf & Mixed Forests,5,1
42.6,-76.4,Temperate Broadleaf & Mixed Forests,4,1
42.6,-73.8,Temperate Broadleaf & Mixed Forests,2,1
42.6,-73.2,Temperate Broadleaf & Mixed Forests,1,1
42.6,-71.7,Temperate Broadleaf & Mixed Forests,5,1
42.6,-71.4,Temperate Broadleaf & Mixed Forests,1,1
42.6,-71.0,Temperate Broadleaf & Mixed Forests,1,1
42.6,-70.9,Temperate Broadleaf & Mixed Forests,6,1
42.6,-70.7,Temperate Broadleaf & Mixed Forests,3,1
42.6,-9.1,Temperate Broadleaf & Mixed Forests,34,1
42.6,-8.9,Temperate Broadleaf & Mixed Forests,45,1
42.6,-8.8,Temperate Broadleaf & Mixed Forests,10,1
42.6,-8.4,Temperate Broadleaf & Mixed Forests,79,1
42.6,-8.1,Temperate Broadleaf & Mixed Forests,6,1
42.6,-7.4,"Mediterranean Forests, Woodlands & Scrub",1,1
42.6,-7.2,Temperate Broadleaf & Mixed Forests,24,1
42.6,-7.1,Temperate Broadleaf & Mixed Forests,19,1
42.6,-6.6,"Mediterranean Forests, Woodlands & Scrub",1,1
42.6,-6.3,"Mediterranean Forests, Woodlands & Scrub",1,1
42.6,-6.2,"Mediterranean Forests, Woodlands & Scrub",2,1
42.6,-5.9,"Mediterranean Forests, Woodlands & Scrub",4,1
42.6,-5.8,"Mediterranean Forests, Woodlands & Scrub",1,1
42.6,-5.7,"Mediterranean Forests, Woodlands & Scrub",2,1
42.6,-5.6,"Mediterranean Forests, Woodlands & Scrub",5,1
42.6,-5.5,"Mediterranean Forests, Woodlands & Scrub",3,1
42.6,-5.1,"Mediterranean Forests, Woodlands & Scrub",3,1
42.6,-4.4,"Mediterranean Forests, Woodlands & Scrub",1,1
42.6,-4.1,"Mediterranean Forests, Woodlands & Scrub",5,1
42.6,-4.0,"Mediterranean Forests, Woodlands & Scrub",4,1
42.6,-2.1,"Mediterranean Forests, Woodlands & Scrub",5,1
42.6,-1.7,"Mediterranean Forests, Woodlands & Scrub",2,1
42.6,-1.4,Temperate Broadleaf & Mixed Forests,2,1
42.6,-0.6,Temperate Broadleaf & Mixed Forests,14,1
42.6,-0.4,Temperate Broadleaf & Mixed Forests,3,1
42.6,-0.2,Temperate Broadleaf & Mixed Forests,97,1
42.6,-0.1,Temperate Broadleaf & Mixed Forests,6,1
42.6,0.0,Temperate Broadleaf & Mixed Forests,1,1
42.6,0.1,Temperate Broadleaf & Mixed Forests,36,1
42.6,0.2,Temperate Broadleaf & Mixed Forests,6,1
42.6,0.7,Temperate Broadleaf & Mixed Forests,9,1
42.6,0.8,Temperate Broadleaf & Mixed Forests,5,1
42.6,0.9,Temperate Broadleaf & Mixed Forests,15,1
42.6,1.0,Temperate Broadleaf & Mixed Forests,10,1
42.6,1.1,Temperate Broadleaf & Mixed Forests,1,1
42.6,1.2,Temperate Broadleaf & Mixed Forests,9,1
42.6,1.7,Temperate Broadleaf & Mixed Forests,16,1
42.6,2.1,Temperate Broadleaf & Mixed Forests,34,1
42.6,2.2,Temperate Broadleaf & Mixed Forests,17,1
