lat,lon,continent,n_rec,richness,label,label_code
34.65,-82.85,america,33,23.302,good,2
15.75,-92.85,america,22,20.231,good,2
15.75,-93.05,america,12,7.136,bad,0
42.35,-76.55,america,24,15.889,good,2
42.15,-114.25,america,124,19.872,good,2
32.55,-110.25,america,21,14.968,good,2
48.65,-112.35,america,103,12.571,good,2
57.15,-170.25,america,28,5.886,bad,0
37.35,-88.95,america,10,19.0,good,2
63.45,-152.45,america,12,9.303,moderate,1
49.05,-114.05,america,11,8.364,bad,0
40.25,-75.45,america,12,25.182,good,2
45.05,-109.45,america,31,4.955,bad,0
61.15,-151.15,america,14,8.516,bad,0
21.35,-157.85,america,19,8.783,moderate,1
36.05,-112.15,america,16,7.088,bad,0
19.35,-104.75,america,17,5.478,bad,0
41.95,-71.65,america,23,22.141,good,2
48.65,-123.45,america,11,8.364,bad,0
47.05,-71.45,america,24,10.397,moderate,1
20.75,-103.35,america,20,9.184,moderate,1
21.55,-105.15,america,39,8.23,bad,0
15.55,-87.95,america,24,16.38,good,2
-18.15,-63.55,america,147,19.525,good,2
-4.35,-73.25,america,30,9.515,moderate,1
9.35,-79.95,america,34,8.665,bad,0
-17.75,-63.05,america,30,13.0,moderate,1
-17.95,-63.15,america,38,14.756,good,2
10.25,-68.65,america,29,12.894,good,2
-2.05,-59.95,america,51,11.037,good,2
-16.05,-39.35,america,18,9.118,bad,0
58.65,-153.75,america,12,4.652,bad,0
34.35,-117.95,america,135,11.192,moderate,1
31.55,-111.45,america,17,10.507,moderate,1
45.55,-111.05,america,11,6.636,bad,0
48.55,-112.15,america,52,5.465,bad,0
15.35,-85.35,america,14,10.22,moderate,1
2.25,-75.65,america,44,8.592,bad,0
45.85,-102.65,america,14,17.197,good,2
38.15,-84.45,america,20,9.361,moderate,1
15.55,-92.85,america,85,23.288,good,2
18.25,-76.85,america,22,13.172,good,2
-8.75,-68.95,america,282,9.859,moderate,1
-2.15,-50.55,america,21,29.985,good,2
-22.35,-42.75,america,36,13.591,moderate,1
14.95,-87.95,america,57,12.291,good,2
-22.75,-45.75,america,14,10.0,moderate,1
-4.35,-78.65,america,35,12.189,good,2
-10.75,-75.25,america,19,8.947,bad,0
-9.65,-65.05,america,41,15.985,good,2
-15.85,-38.95,america,34,8.745,bad,0
-23.55,-46.05,america,10,6.0,bad,0
-23.05,-44.55,america,30,23.048,good,2
-9.25,-64.55,america,12,12.955,good,2
13.15,-85.85,america,30,12.783,good,2
-21.85,-42.55,america,16,12.464,moderate,1
-21.95,-42.65,america,16,6.992,bad,0
34.15,-117.25,america,11,5.909,bad,0
-3.35,-80.15,america,14,9.515,moderate,1
-4.35,-80.35,america,30,12.778,good,2
13.25,-86.05,america,38,13.476,good,2
20.95,-100.75,america,14,12.143,good,2
5.25,-73.15,america,12,10.303,moderate,1
19.55,-103.55,america,46,8.782,bad,0
33.65,-114.55,america,112,13.725,good,2
-2.05,-60.05,america,119,14.422,good,2
-24.65,-65.45,america,59,16.705,good,2
37.25,-120.85,america,16,13.01,good,2
41.35,-88.05,america,18,20.346,good,2
-4.25,-80.25,america,13,9.189,moderate,1
-19.25,-42.45,america,47,17.223,good,2
36.25,-121.85,america,12,7.136,bad,0
28.45,-109.35,america,12,17.924,good,2
23.35,-105.95,america,66,20.732,good,2
15.75,-86.75,america,34,11.208,moderate,1
-1.85,-61.65,america,21,22.893,good,2
15.65,-86.95,america,21,9.604,moderate,1
-14.15,-39.35,america,12,10.0,moderate,1
30.65,-104.15,america,16,8.339,bad,0
13.25,-88.45,america,10,8.0,bad,0
9.75,-84.55,america,30,10.662,moderate,1
5.05,-52.75,america,24,10.587,moderate,1
-16.45,-39.25,america,84,9.87,moderate,1
37.95,-122.25,america,11,23.273,good,2
31.75,-110.95,america,40,14.884,good,2
35.15,-106.45,america,29,8.24,bad,0
-3.95,-79.25,america,58,14.476,good,2
37.65,-105.55,america,25,8.022,bad,0
15.35,-85.25,america,44,10.002,moderate,1
46.95,-121.65,america,16,9.25,moderate,1
32.75,-108.25,america,22,12.156,good,2
33.95,-109.55,america,14,9.351,moderate,1
31.55,-111.55,america,18,12.479,good,2
19.45,-70.75,america,11,7.364,bad,0
43.75,-103.45,america,16,8.821,moderate,1
35.45,-121.05,america,13,12.15,good,2
32.35,-110.95,america,10,18.0,good,2
-2.85,-60.05,america,27,10.228,moderate,1
14.05,-86.95,america,40,21.005,good,2
47.05,-122.95,america,40,16.559,good,2
46.65,-122.95,america,14,17.998,good,2
8.35,-81.85,america,16,6.213,bad,0
-4.05,-79.25,america,24,9.612,moderate,1
-5.85,-50.45,america,13,9.615,moderate,1
-12.55,-41.35,america,56,17.52,good,2
-2.65,-60.75,america,41,9.32,moderate,1
34.05,-119.65,america,23,9.237,moderate,1
34.95,-89.95,america,13,11.923,moderate,1
63.75,-148.95,america,28,6.259,bad,0
61.15,-150.05,america,26,8.35,bad,0
-5.75,-79.75,america,26,8.801,bad,0
13.85,-88.95,america,14,9.231,moderate,1
-10.55,-75.35,america,12,5.318,bad,0
15.55,-88.25,america,73,18.053,good,2
-1.95,-60.05,america,20,12.553,good,2
41.65,-71.75,america,23,6.864,bad,0
32.65,-93.95,america,29,24.414,good,2
19.05,-99.15,america,13,9.531,moderate,1
34.35,-118.05,america,25,24.526,good,2
34.25,-117.65,america,37,17.174,good,2
-9.65,-55.95,america,51,16.31,good,2
34.65,-120.15,america,19,7.74,bad,0
22.25,-159.45,america,25,12.117,good,2
51.75,-103.25,america,16,9.946,moderate,1
28.25,-80.75,america,77,17.14,good,2
48.55,-102.45,america,23,18.74,good,2
34.35,-118.15,america,16,13.475,good,2
13.65,-85.05,america,10,5.0,bad,0
-3.15,-60.45,america,10,16.0,good,2
-22.45,-43.05,america,75,14.814,good,2
-27.45,-55.55,america,29,19.69,good,2
37.35,-118.15,america,14,9.451,moderate,1
-9.55,-55.95,america,484,14.768,good,2
40.45,-105.15,america,16,22.867,good,2
60.05,-149.45,america,13,6.993,bad,0
-3.45,-72.85,america,16,11.375,good,2
-16.65,-48.95,america,10,37.0,good,2
-7.65,-35.45,america,22,10.481,moderate,1
-0.45,-76.35,america,26,10.477,moderate,1
9.25,-79.35,america,14,10.879,good,2
-31.85,-54.15,america,16,11.25,moderate,1
4.65,-73.85,america,12,9.621,moderate,1
14.25,-87.05,america,17,18.184,good,2
33.35,-111.75,america,35,14.166,good,2
35.05,-120.65,america,35,12.314,good,2
4.85,-74.05,america,18,9.539,moderate,1
6.85,-73.35,america,90,10.914,good,2
-22.35,-44.55,america,49,17.906,good,2
-4.85,-79.15,america,49,12.891,good,2
27.05,-108.75,america,51,18.524,good,2
16.75,-92.55,america,22,7.429,bad,0
14.15,-87.85,america,27,13.577,good,2
-14.15,-169.65,america,23,6.243,bad,0
36.95,-90.15,america,10,8.0,bad,0
22.45,-81.15,america,10,4.0,bad,0
26.25,-97.35,america,13,9.727,moderate,1
29.55,-95.65,america,29,9.757,moderate,1
42.45,-71.35,america,12,16.97,good,2
10.45,-84.15,america,13,9.65,moderate,1
1.15,-76.65,america,26,9.8,moderate,1
-16.75,-47.65,america,34,11.224,moderate,1
-14.35,-40.25,america,24,7.571,bad,0
8.95,-82.15,america,35,10.015,moderate,1
-28.55,-49.55,america,14,19.725,good,2
-9.95,-67.85,america,49,18.521,good,2
1.25,-76.65,america,13,9.843,moderate,1
36.85,-84.35,america,12,11.985,moderate,1
19.15,-99.45,america,22,6.393,bad,0
29.55,-95.55,america,11,5.727,bad,0
26.05,-98.15,america,122,17.387,good,2
20.85,-87.05,america,18,12.693,good,2
30.05,-95.35,america,10,12.0,moderate,1
34.35,-111.05,america,12,8.455,bad,0
43.85,-74.45,america,12,16.591,good,2
-20.35,-46.45,america,14,10.0,moderate,1
-22.35,-44.85,america,28,11.794,moderate,1
-6.95,-43.45,america,14,16.514,good,2
-35.65,-71.25,america,13,7.923,bad,0
32.15,-93.45,america,31,18.194,good,2
-49.35,-72.85,america,12,8.788,good,2
-3.85,-32.45,america,24,5.916,bad,0
-0.25,-75.75,america,16,1.0,bad,0
-8.75,-69.45,america,11,1.0,bad,0
9.85,-83.85,america,26,21.396,good,2
37.15,-122.35,america,10,7.0,bad,0
5.15,-73.15,america,11,11.0,good,2
31.45,-109.35,america,53,25.453,good,2
19.15,-103.65,america,12,5.652,bad,0
16.15,-95.15,america,21,5.969,bad,0
40.45,-74.55,america,20,10.326,moderate,1
38.35,-77.35,america,34,9.541,moderate,1
34.85,-89.45,america,16,9.625,moderate,1
-11.65,-76.25,america,10,4.0,bad,0
-22.25,-65.25,america,21,6.0,bad,0
39.85,-75.75,america,10,14.0,good,2
40.85,-104.95,america,15,10.762,moderate,1
29.75,-93.25,america,30,14.069,good,2
63.05,-146.05,america,15,7.212,bad,0
71.25,-156.55,america,65,7.195,moderate,1
38.65,-77.25,america,22,13.771,good,2
39.75,-75.85,america,10,26.0,good,2
34.15,-118.15,america,110,13.419,good,2
32.75,-116.95,america,10,18.0,good,2
48.35,-69.95,america,15,11.22,moderate,1
10.25,-68.95,america,11,10.0,moderate,1
48.45,-123.45,america,39,14.622,good,2
35.05,-106.65,america,21,12.25,good,2
28.45,-109.15,america,42,26.206,good,2
41.85,-88.35,america,69,12.184,moderate,1
28.45,-80.55,america,26,9.907,moderate,1
10.25,-84.75,america,37,10.27,moderate,1
18.15,-89.75,america,20,7.773,bad,0
9.55,-84.05,america,21,10.048,moderate,1
-32.95,-71.15,america,34,9.408,moderate,1
13.65,-89.25,america,26,11.371,moderate,1
14.45,-89.35,america,27,12.446,good,2
63.95,-151.65,america,17,10.522,moderate,1
36.15,-82.05,america,18,9.685,moderate,1
30.35,-91.05,america,16,9.081,moderate,1
14.05,-87.45,america,14,14.011,good,2
15.25,-90.25,america,11,7.545,bad,0
-27.45,-55.85,america,20,19.571,good,2
19.65,-103.55,america,41,7.522,bad,0
-26.45,-52.25,america,18,9.706,moderate,1
-3.75,-73.25,america,32,17.074,good,2
33.05,-115.75,america,100,11.074,moderate,1
9.05,-79.15,america,49,31.509,good,2
10.45,-83.95,america,10,9.0,bad,0
17.95,-94.45,america,10,17.0,good,2
-28.55,-49.35,america,15,9.143,bad,0
39.15,-75.55,america,161,13.074,good,2
-31.75,-52.25,america,93,1.323,bad,0
-12.45,-41.45,america,38,8.823,bad,0
-7.75,-77.75,america,14,5.286,bad,0
-17.95,-64.55,america,19,13.813,good,2
5.15,-75.95,america,57,11.078,good,2
-41.25,-71.25,america,18,1.0,bad,0
9.25,-80.05,america,44,10.152,moderate,1
9.95,-75.15,america,31,8.977,bad,0
41.35,-71.55,america,12,13.424,good,2
27.85,-80.75,america,30,13.86,good,2
64.85,-166.05,america,10,5.0,bad,0
40.45,-73.95,america,296,11.915,moderate,1
32.65,-116.15,america,33,3.163,bad,0
32.15,-81.15,america,11,21.182,good,2
15.35,-61.35,america,13,12.189,good,2
-20.35,-46.55,america,11,7.364,bad,0
6.45,-76.15,america,16,5.838,bad,0
-13.15,-71.55,america,39,9.669,moderate,1
12.65,-87.05,america,10,17.0,good,2
-2.75,-60.75,america,10,19.0,good,2
-23.85,-46.45,america,16,9.875,moderate,1
38.05,-122.85,america,11,13.0,good,2
36.45,-118.15,america,16,9.455,moderate,1
10.15,-84.25,america,44,10.368,moderate,1
47.05,-123.05,america,13,13.486,good,2
10.35,-85.35,america,16,8.456,bad,0
4.75,-76.25,america,30,2.0,bad,0
-25.95,-61.75,america,50,17.374,good,2
6.15,-75.65,america,29,6.874,bad,0
39.55,-84.05,america,19,21.981,good,2
48.85,-114.25,america,44,12.864,good,2
26.45,-80.25,america,16,11.742,good,2
13.25,-87.05,america,31,13.127,good,2
30.45,-91.15,america,30,19.486,good,2
12.95,-87.45,america,16,12.367,good,2
32.75,-93.55,america,15,11.857,moderate,1
-33.65,-69.95,america,13,6.769,bad,0
-14.45,-40.25,america,17,9.11,bad,0
48.55,-114.05,america,14,6.845,bad,0
-1.05,-76.75,america,11,21.818,good,2
40.65,-115.35,america,65,10.3,moderate,1
49.05,-113.95,america,17,5.286,bad,0
38.55,-120.35,america,41,12.739,good,2
33.55,-111.55,america,19,11.912,moderate,1
-19.15,-40.05,america,101,12.803,moderate,1
-17.05,-49.65,america,21,11.708,moderate,1
46.75,-71.25,america,10,10.0,moderate,1
-29.45,-50.45,america,10,14.0,good,2
-50.95,-72.85,america,18,7.431,moderate,1
40.25,-105.55,america,11,14.364,good,2
34.35,-110.65,america,11,12.273,good,2
4.65,-73.95,america,23,9.514,moderate,1
-3.05,-59.95,america,35,22.644,good,2
42.75,-83.15,america,203,12.772,good,2
45.05,-74.15,america,13,11.493,moderate,1
-21.45,-44.65,america,14,9.011,bad,0
-37.75,-62.15,america,34,2.31,bad,0
-38.05,-62.05,america,33,1.521,bad,0
34.35,-117.65,america,24,10.367,moderate,1
34.95,-90.25,america,17,8.191,bad,0
61.95,-147.25,america,16,6.456,bad,0
47.05,-110.45,america,35,5.916,bad,0
-17.65,-63.15,america,11,11.364,moderate,1
10.95,-84.35,america,37,15.33,good,2
32.65,-93.75,america,21,28.554,good,2
35.15,-119.85,america,42,12.077,moderate,1
31.45,-111.25,america,31,9.784,moderate,1
-26.75,-59.65,america,50,10.622,moderate,1
28.35,-108.85,america,10,4.0,bad,0
34.35,-117.75,america,62,18.174,good,2
7.95,-77.75,america,46,10.159,moderate,1
17.15,-96.55,america,13,17.458,good,2
42.75,-83.25,america,73,10.723,moderate,1
34.25,-117.95,america,14,9.362,moderate,1
27.05,-109.05,america,362,28.787,good,2
32.95,-115.55,america,19,13.384,good,2
42.35,-71.15,america,17,8.765,moderate,1
47.55,-111.25,america,34,18.251,good,2
39.55,-75.55,america,11,12.727,good,2
38.85,-75.25,america,18,12.317,good,2
4.55,-73.75,america,11,8.636,bad,0
42.35,-76.65,america,14,14.417,good,2
40.05,-76.35,america,15,26.846,good,2
38.55,-106.05,america,10,2.0,bad,0
-15.15,-56.85,america,11,7.455,bad,0
5.45,-73.35,america,30,14.347,good,2
15.65,-96.55,america,93,12.628,good,2
28.65,-80.95,america,17,16.721,good,2
40.95,-105.05,america,24,7.604,bad,0
-19.95,-40.55,america,50,12.376,moderate,1
-12.75,-71.35,america,12,4.5,bad,0
-25.15,-65.95,america,27,10.556,moderate,1
42.15,-71.15,america,47,15.903,good,2
9.15,-79.15,america,11,14.364,good,2
23.45,-106.35,america,61,27.725,good,2
-15.75,-68.65,america,14,6.494,bad,0
53.35,-60.35,america,26,10.814,moderate,1
34.65,-76.55,america,23,4.64,bad,0
-42.65,-74.15,america,28,8.982,good,2
-33.65,-70.05,america,28,7.73,bad,0
-22.65,-47.65,america,14,7.692,bad,0
33.05,-114.65,america,13,8.308,bad,0
14.05,-87.15,america,14,10.714,moderate,1
41.35,-124.05,america,10,9.0,moderate,1
1.85,-76.25,america,14,9.945,moderate,1
10.95,-84.75,america,47,9.542,moderate,1
6.35,-75.45,america,17,13.103,good,2
9.35,-83.65,america,15,11.0,good,2
30.35,-97.85,america,12,13.636,good,2
-5.85,-77.95,america,23,14.321,good,2
-4.15,-69.95,america,16,20.5,good,2
35.55,-121.05,america,44,18.009,good,2
-17.55,-69.45,america,12,7.136,bad,0
4.95,-74.05,america,35,15.029,good,2
50.95,-118.15,america,56,12.321,moderate,1
-7.25,-39.45,america,28,10.413,moderate,1
-2.55,-60.15,america,34,11.459,good,2
-8.55,-35.05,america,10,11.0,moderate,1
-23.45,-45.05,america,37,26.576,good,2
-16.45,-49.05,america,12,13.788,good,2
-33.65,-70.35,america,15,8.498,bad,0
-16.65,-56.75,america,14,14.351,good,2
34.85,-90.25,america,13,12.15,good,2
10.15,-84.95,america,13,8.423,bad,0
12.05,-86.15,america,13,10.647,moderate,1
35.95,-106.05,america,13,10.997,moderate,1
38.65,-121.75,america,11,18.0,good,2
4.35,-74.65,america,557,14.719,good,2
14.65,-90.45,america,14,9.231,moderate,1
41.85,-88.05,america,46,16.747,good,2
20.85,-86.95,america,10,9.0,moderate,1
40.45,-107.65,america,10,1.0,bad,0
16.65,-96.35,america,12,13.424,good,2
33.45,-111.95,america,11,8.545,bad,0
48.95,-122.75,america,11,11.091,moderate,1
-39.75,-73.35,america,29,9.778,moderate,1
-22.95,-46.85,america,16,11.089,moderate,1
-22.45,-47.55,america,70,15.488,good,2
0.45,-76.45,america,10,16.0,good,2
-0.85,-56.85,america,11,10.0,moderate,1
31.45,-111.05,america,55,10.447,moderate,1
-1.45,-48.35,america,21,14.905,good,2
39.05,-119.15,america,11,10.818,moderate,1
41.95,-88.25,america,34,20.573,good,2
15.45,-87.85,america,17,10.949,moderate,1
41.45,-112.35,america,37,18.457,good,2
6.95,-75.05,america,14,13.022,good,2
14.75,-84.55,america,17,8.676,bad,0
20.55,-88.15,america,37,8.055,bad,0
41.85,-88.25,america,25,13.25,good,2
32.15,-85.05,america,10,12.0,moderate,1
39.15,-74.75,america,30,4.046,bad,0
43.45,-65.75,america,23,13.571,good,2
-3.35,-60.65,america,12,10.0,moderate,1
-20.45,-43.35,america,37,17.82,good,2
-19.75,-43.65,america,20,11.211,moderate,1
0.25,-78.35,america,36,17.5,good,2
9.35,-75.95,america,15,12.597,good,2
-15.95,-39.55,america,11,4.909,bad,0
-28.65,-48.95,america,13,8.269,bad,0
-20.75,-51.75,america,30,9.128,bad,0
-24.45,-51.05,america,27,9.487,bad,0
-10.75,-49.85,america,15,16.596,good,2
-0.45,-78.05,america,12,3.652,bad,0
38.95,-75.45,america,16,9.67,moderate,1
-19.15,-43.65,america,18,9.196,bad,0
19.15,-98.95,america,72,10.748,moderate,1
6.75,-75.45,america,44,9.163,moderate,1
-15.65,-57.15,america,154,9.966,moderate,1
1.45,-62.25,america,108,9.953,moderate,1
6.85,-74.75,america,26,12.435,good,2
14.95,-87.85,america,56,11.153,moderate,1
-7.05,-47.45,america,15,21.073,good,2
-15.95,-39.35,america,28,9.441,moderate,1
4.25,-73.85,america,19,16.966,good,2
42.95,-79.85,america,12,15.318,good,2
19.35,-103.75,america,19,11.771,good,2
13.95,-86.95,america,26,18.541,good,2
11.05,-74.65,america,17,8.853,bad,0
-8.65,-68.65,america,13,13.846,good,2
-16.35,-50.95,america,65,16.067,good,2
9.45,-75.35,america,37,14.78,good,2
10.95,-72.95,america,26,13.003,good,2
6.05,-74.25,america,61,9.064,moderate,1
17.85,-97.05,america,51,10.559,moderate,1
0.25,-51.05,america,10,10.0,moderate,1
4.05,-73.65,america,24,8.46,bad,0
8.85,-75.75,america,55,22.212,good,2
18.15,-98.15,america,21,12.305,good,2
37.15,-103.05,america,18,14.768,good,2
40.65,-115.45,america,53,9.426,moderate,1
37.05,-102.75,america,21,12.624,good,2
37.55,-105.15,america,11,10.636,moderate,1
32.05,-109.35,america,18,8.725,moderate,1
16.15,-88.75,america,16,9.25,moderate,1
34.25,-117.75,america,13,10.769,moderate,1
44.85,-92.75,america,21,10.737,moderate,1
44.25,-89.85,america,14,8.143,bad,0
18.35,-98.45,america,26,14.069,good,2
18.55,-98.75,america,42,12.636,good,2
41.05,-73.55,america,13,6.962,bad,0
29.65,-100.45,america,21,13.602,good,2
44.15,-78.45,america,65,10.675,moderate,1
33.55,-117.05,america,14,13.362,good,2
18.15,-71.65,america,19,7.173,bad,0
34.65,-118.55,america,34,10.037,moderate,1
41.65,-118.65,america,11,8.545,bad,0
9.95,-83.85,america,25,7.214,bad,0
26.55,-98.05,america,60,24.079,good,2
35.15,-120.65,america,11,15.091,good,2
37.65,-108.15,america,17,14.765,good,2
38.45,-79.25,america,12,2.833,bad,0
58.65,-155.85,america,11,6.727,bad,0
13.75,-86.35,america,59,14.622,good,2
18.25,-71.75,america,20,11.498,moderate,1
64.85,-147.85,america,11,6.727,bad,0
33.55,-117.25,america,411,1.916,bad,0
34.05,-117.75,america,16,22.383,good,2
16.55,-85.85,america,17,8.61,bad,0
41.95,-89.35,america,11,14.909,good,2
44.05,-89.65,america,15,7.857,bad,0
40.65,-105.35,america,28,21.469,good,2
-8.25,-49.15,america,22,20.718,good,2
55.35,-123.25,america,17,11.36,moderate,1
23.75,-99.15,america,13,6.0,bad,0
19.45,-155.35,america,14,7.154,bad,0
-15.55,-40.45,america,129,31.738,good,2
32.95,-107.35,america,11,12.273,good,2
18.55,-98.45,america,13,5.301,bad,0
41.85,-88.75,america,11,5.727,bad,0
28.95,-113.55,america,10,8.0,bad,0
64.45,-165.25,america,19,7.616,bad,0
47.95,-69.45,america,19,10.101,moderate,1
37.85,-75.35,america,21,9.066,moderate,1
41.55,-118.95,america,24,9.779,moderate,1
40.65,-105.15,america,13,15.647,good,2
-0.15,-74.65,america,10,7.0,bad,0
-26.35,-48.95,america,35,9.299,bad,0
15.65,-84.85,america,15,10.714,moderate,1
-23.45,-46.55,america,64,21.655,good,2
7.35,-80.75,america,11,8.455,bad,0
-24.15,-46.75,america,11,9.273,bad,0
45.35,-75.75,america,74,15.461,good,2
19.45,-98.95,america,59,12.219,good,2
-9.75,-47.45,america,19,8.947,bad,0
-19.65,-57.05,america,10,10.0,moderate,1
44.35,-84.85,america,17,8.68,moderate,1
-26.35,-48.85,america,23,10.305,moderate,1
12.95,-87.55,america,13,13.304,good,2
-19.65,-42.85,america,23,21.825,good,2
15.65,-84.95,america,12,9.939,moderate,1
0.75,-77.15,america,53,11.077,good,2
-2.85,-58.65,america,21,9.571,moderate,1
-0.85,-77.25,america,14,19.162,good,2
-5.15,-47.75,america,14,9.011,moderate,1
-22.85,-44.45,america,16,17.125,good,2
-26.85,-59.55,america,19,10.178,moderate,1
-41.65,-72.65,america,26,7.678,moderate,1
-2.85,-80.25,america,26,14.14,good,2
-1.65,-55.95,america,20,9.763,moderate,1
19.45,-103.65,america,68,17.813,good,2
4.25,-75.55,america,19,6.526,bad,0
5.85,-73.55,america,28,18.097,good,2
19.25,-103.75,america,75,18.958,good,2
21.95,-100.35,america,18,7.206,bad,0
39.55,-119.65,america,23,9.315,moderate,1
46.75,-120.45,europe,10,13.0,good,2
19.35,-103.65,america,14,12.198,good,2
-2.65,-57.95,america,45,9.773,moderate,1
-0.95,-77.85,america,27,10.209,moderate,1
-23.75,-45.75,america,15,8.714,bad,0
-6.95,-77.65,america,18,12.059,good,2
18.25,-89.05,america,11,8.273,bad,0
-2.05,-59.85,america,17,9.184,moderate,1
-15.85,-40.55,america,61,39.99,good,2
36.75,-88.25,america,12,7.303,bad,0
24.75,-77.95,america,16,6.831,bad,0
-6.75,-47.75,america,18,8.235,bad,0
-10.15,-46.95,america,10,10.0,moderate,1
-3.15,-60.35,america,27,20.924,good,2
1.65,-61.95,america,40,10.0,moderate,1
-6.95,-77.55,america,47,13.781,good,2
-25.55,-54.15,america,20,13.816,moderate,1
-3.25,-60.25,america,22,12.091,good,2
-24.05,-46.55,america,17,12.375,moderate,1
26.65,-78.45,america,21,6.04,bad,0
-23.15,-44.85,america,11,11.818,moderate,1
-9.65,-76.15,america,16,6.749,bad,0
-4.65,-78.95,america,15,8.71,bad,0
-2.65,-57.85,america,19,9.474,moderate,1
-10.95,-75.45,america,10,2.0,bad,0
26.15,-80.35,america,16,8.242,bad,0
-15.55,-56.15,america,17,15.283,good,2
36.05,-106.05,america,13,9.15,moderate,1
6.85,-75.75,america,31,7.081,bad,0
16.15,-90.95,america,10,16.0,good,2
20.75,-156.25,america,37,5.911,bad,0
7.45,-81.75,america,31,10.057,moderate,1
26.95,-80.45,america,11,8.636,moderate,1
-1.05,-77.35,america,10,12.0,good,2
-24.05,-47.85,america,57,11.334,moderate,1
4.55,-58.75,america,10,9.0,bad,0
-33.65,-78.85,america,25,3.358,bad,0
-17.15,-65.75,america,87,14.339,good,2
-20.45,-41.85,america,52,12.679,moderate,1
-8.95,-59.45,america,13,11.731,good,2
0.05,-77.25,america,13,13.916,good,2
-29.15,-49.95,america,15,14.051,good,2
-26.05,-48.65,america,38,11.569,moderate,1
1.05,-76.35,america,21,14.802,good,2
-0.15,-74.85,america,10,10.0,moderate,1
-22.45,-48.55,america,11,8.364,bad,0
-26.65,-54.05,america,58,18.807,good,2
1.15,-78.05,america,16,9.875,moderate,1
-7.15,-34.85,america,33,12.625,good,2
27.75,-82.75,america,26,4.559,bad,0
8.75,-75.85,america,10,13.0,good,2
58.65,-155.25,america,19,3.578,bad,0
58.95,-153.55,america,19,3.229,bad,0
44.45,-70.05,america,30,12.446,good,2
20.75,-105.55,america,11,2.909,bad,0
-22.75,-48.15,america,26,9.215,bad,0
-20.55,-41.75,america,30,20.612,good,2
-4.75,-79.15,america,16,9.5,moderate,1
18.75,-98.85,america,33,11.79,good,2
-29.15,-50.05,america,10,14.0,good,2
0.75,-51.45,america,29,8.714,bad,0
19.65,-87.95,america,12,10.318,moderate,1
6.45,-76.05,america,10,9.0,bad,0
-26.15,-50.35,america,17,8.522,bad,0
6.85,-75.35,america,17,5.095,bad,0
41.65,-88.55,america,16,10.831,moderate,1
60.15,-149.45,america,45,8.663,bad,0
40.65,-74.35,america,64,13.87,good,2
44.55,-69.65,america,15,9.498,moderate,1
18.85,-99.25,america,113,10.358,moderate,1
31.85,-110.35,america,16,12.804,good,2
18.95,-99.45,america,23,9.371,moderate,1
15.65,-90.35,america,16,10.25,moderate,1
19.05,-96.85,america,16,7.124,bad,0
38.75,-119.75,america,15,11.758,moderate,1
40.75,-111.85,america,13,8.497,bad,0
-4.75,-79.05,america,15,9.241,moderate,1
3.35,-73.35,america,13,15.804,good,2
20.85,-87.15,america,11,8.364,moderate,1
36.45,-121.15,america,59,16.771,good,2
-23.05,-48.05,america,10,6.0,bad,0
42.45,-87.85,america,27,16.007,good,2
26.05,-77.25,america,25,5.663,bad,0
27.35,-112.85,america,25,10.559,moderate,1
33.15,-84.55,america,10,19.0,good,2
51.75,-117.35,america,15,8.549,bad,0
37.15,-120.85,america,17,18.051,good,2
32.15,-110.95,america,14,12.308,good,2
48.05,-106.45,america,14,14.154,good,2
42.15,-84.25,america,37,7.439,bad,0
-9.15,-59.35,america,13,9.108,moderate,1
-33.85,-70.85,america,13,7.385,bad,0
10.55,-75.45,america,17,14.555,good,2
34.25,-113.05,america,15,9.784,moderate,1
-22.75,-47.65,america,20,8.447,bad,0
-17.25,-66.25,america,10,14.0,good,2
64.65,-165.35,america,13,9.692,moderate,1
63.85,-149.05,america,31,7.798,bad,0
37.85,-121.95,america,17,21.713,good,2
41.65,-118.75,america,41,11.406,moderate,1
45.05,-73.05,america,38,19.883,good,2
48.75,-114.25,america,17,10.346,moderate,1
-2.55,-60.95,america,21,8.353,bad,0
4.95,-74.25,america,27,15.716,good,2
13.95,-89.75,america,21,9.495,moderate,1
1.35,-78.15,america,16,11.375,good,2
1.85,-75.65,america,138,9.487,moderate,1
1.05,-76.45,america,65,12.687,good,2
-4.05,-60.65,america,20,12.158,good,2
-6.85,-77.45,america,72,20.773,good,2
-20.45,-54.55,america,19,12.214,moderate,1
-50.45,-72.25,america,38,1.612,bad,0
44.45,-69.95,america,26,25.735,good,2
-23.65,-46.65,america,25,8.784,bad,0
-26.65,-54.15,america,10,16.0,good,2
58.05,-154.95,america,14,1.999,bad,0
55.45,-123.05,america,12,11.242,moderate,1
37.95,-122.75,america,10,7.0,bad,0
64.85,-147.75,america,19,7.461,bad,0
37.05,-106.45,america,13,12.497,good,2
37.95,-107.85,america,12,6.47,bad,0
37.75,-108.05,america,11,19.273,good,2
42.45,-71.45,america,25,8.801,moderate,1
42.75,-83.45,america,18,12.33,good,2
45.05,-73.15,america,11,15.182,good,2
13.35,-88.25,america,11,9.182,bad,0
18.35,-71.65,america,39,8.73,bad,0
-21.35,-41.05,america,14,9.011,bad,0
1.05,-76.75,america,19,7.7,bad,0
3.85,-67.95,america,227,11.295,good,2
48.65,-114.15,america,12,15.273,good,2
41.55,-87.85,america,16,12.045,moderate,1
