lat_cell,lon_cell,continent,n_rec,S_obs,S_rare10,Acoustic_Complexity_Index__mean,Acoustic_Diversity_Index__main_value,Acoustic_Evenness_Index__main_value,Bio_acoustic_Index__main_value,Normalized_Difference_Sound_Index__main_value,Spectral_Entropy__main_value,Temporal_Entropy__main_value,NB_peaks__main_value,Acoustic_Diversity_Index_NR__main_value,Bio_acoustic_Index_NR__main_value,Spectral_Entropy_NR__main_value
-21.8,15.6,africa,4,3,,155.61419663866917,1.398165973928136,0.46721505432856497,6.330484311437375,-0.25874559405219805,0.8533576775673379,0.9006400379255811,3.0,1.4749371026533955,8.54844876267402,0.7410215792629478
0.3,34.8,africa,72,41,9.347,152.18246583442064,1.9104691883061582,0.2414462298295582,7.7344745116442954,0.5437071247058657,0.8590925251090282,0.9701487629007293,4.597222222222222,1.871481230997941,9.752718408198573,0.8000916706888673
-34.4,18.8,africa,15,15,11.282,184.27394724980908,1.9607964279707208,0.19438938177787096,9.596982581574375,0.7632575619329482,0.8471610038677106,0.9456297902224144,4.6,1.9274149958917235,10.823594393375874,0.8172371020793852
-7.8,38.2,africa,9,8,,171.25631544486683,1.674897331359499,0.4130978951385654,16.795128596104874,0.6553910844227396,0.6940579501482601,0.9282904163744132,3.6666666666666665,1.7301154033944584,17.53911327662636,0.684761377248333
30.3,-9.6,africa,14,13,10.79,160.39234113823252,1.7213594117302866,0.40387736695578635,12.43389296378478,0.1416853895847198,0.732603153695062,0.9730559104915384,2.7857142857142856,1.6798548830724058,13.945142315262855,0.7253092815253026
-0.7,30.9,africa,2,2,,170.87257815210052,1.8770973154870016,0.26337342287996335,12.024291718507104,0.8112754678526117,0.8157098884023639,0.9705346620617112,8.0,1.8425273909873643,11.487048545695556,0.8028420854511549
13.3,-13.4,africa,32,21,9.244,166.6690496082509,1.7791131753233422,0.33225232363562235,10.375827050957426,0.48788760371485623,0.8054148688491436,0.9498794898076228,3.53125,1.8237572652302279,11.417249059310269,0.7700463430052461
2.5,34.6,africa,1,2,,148.14655191479517,2.076199661607884,0.025892857142857384,0.21928284373320772,0.787999638855677,0.9170822715718404,0.9901503766087345,8.0,2.075778284100202,1.0261142161256982,0.9159161274333337
-0.6,34.2,africa,12,9,7.955,164.3770893667742,2.0224914306223267,0.1318238785008371,7.437260211398294,0.6810570622434717,0.9043214300944635,0.9596732090720473,5.0,1.9497036033602353,9.298329205180645,0.8512273143437049
5.6,-0.1,africa,26,20,9.877,160.02790632657337,1.983084590764438,0.16595527100020194,6.793071225546272,0.652625204949205,0.8720703177365768,0.9695093682130209,3.6923076923076925,1.9623702070427451,8.282191639396967,0.839135305918541
-28.8,26.0,africa,18,10,7.007,175.26888552410662,1.8519832445650748,0.32833660504445966,11.742269675848354,0.7805597875784404,0.8622906590663529,0.9460467777280438,2.9444444444444446,1.854824126614016,13.008821051993166,0.8089864213144371
